小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
通达西路274号,(达川区万达路)通达西路274号,4182,塔板结合,20元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,3栋,129户
国土局家属院小区,(通川区西客站)鸿泰街国土局家属院小区,4547,塔楼,1.9元/平米/月,暂无信息,国亿地产,4栋,149户
朝阳东路919号,(通川区)朝阳东路919号,4310,塔楼,暂无信息,暂无信息,无开发商,1栋,66户
中行家属院,(通川区中心广场)火厂坝巷6号,4184,板楼,暂无信息,暂无信息,无开发商,1栋,83户
桥北花园,(宣汉县宣汉县)岭南街208号,4439,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
花溪社区机械一厂,(达川区万达路)万达路花溪社区机械一厂,4701,塔板结合,暂无信息,暂无信息,达州市侨兴房产开发有限公司,1栋,221户
新华花园,(达川区南客站)民乐街352号,4340,塔板结合,暂无信息,四川远鸿物业管理有限公司,江苏国信地产,3栋,92户
裕丰小区,(通川区北客站)裕溪街56号,4826,塔板结合,0.8至4.2元/平米/月,暂无信息,暂无信息,2栋,72户
三里坪华仙巷华联集资楼,(达川区三里坪)和祥街三里坪华仙巷华联集资楼,4833,板楼,暂无信息,无物业管理服务,张家口万全区诚兴投资有限公司,1栋,110户
张家大院,(达川区三里坪)七星街张家大院,4108,板楼,0.8元/平米/月,暂无信息,升华地产集团有限公司,6栋,90户
北翎路64号,(通川区老车坝)北翎路64号,4575,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,54户
凉水井街62号,(通川区北客站)凉水井街62号,4332,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,30户
通达西路492号,(达川区三岔路口)通达西路492号,4272,塔板结合,0.8元/平米/月,无物业管理服务,暂无信息,2栋,73户
蜀东大厦,(达川区万达路)光荣巷蜀东大厦,4417,平房,暂无信息,暂无信息,四川新城置业有限公司,1栋,160户
二马路165号,(通川区老车坝)二马路165号,4598,塔楼,0.01元/平米/月,暂无信息,暂无信息,1栋,58户
金竹巷46号,(达川区万达路)金竹巷46号,3618,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
世纪铭绅,(宣汉县宣汉县)石岭大道世纪铭绅,4736,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
东方星地,(大竹县大竹县)竹阳南路418号,4367,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
珠市街司法局家属院,(达川区)珠市街司法局家属院,4416,板楼,暂无信息,暂无信息,暂无信息,1栋,96户
滩头街30号,(通川区老车坝)滩头街30号,4092,平房,暂无信息,暂无信息,暂无信息,1栋,46户
花溪街38号,(达川区万达路)花溪街38号,4684,未知类型,暂无信息,暂无信息,暂无信息,1栋,81户
金山南路317号,(通川区西客站)金山南路317号,3950,板楼,2元/平米/月,暂无信息, 五指山水墨雨林置业有限公司,1栋,100户
中青公寓,(达川区南客站)汉兴街中青公寓,4495,塔楼,暂无信息,暂无信息,四川中青置业有限公司,3栋,146户
大北街94号,(通川区中心广场)大北街94号,4806,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
金山后街62号,(通川区西客站)金山后街62号,5053,板楼,0.9元/平米/月,暂无信息,蓝润置地,1栋,24户
燃气公司家属院,(通川区老车坝)黄马湾路161号,4576,未知类型,暂无信息,暂无信息,暂无信息,2栋,169户
富河园,(通川区北客站)滩头街富河园,4454,塔板结合,0.5元/平米/月,四川心连心物业服务有限公司,成都复地置业,1栋,94户
西江路487号,(通川区西客站)西江路487号,3944,板楼,2元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,1栋,55户
银屏大厦,(通川区中心广场)红旗路银屏大厦,4740,板楼,20元/平米/月,暂无信息,暂无信息,1栋,59户
绿洲大酒店,(通川区中心广场)新建巷53号,4274,未知类型,暂无信息,暂无信息,暂无信息,2栋,97户
凰冠大院152号,(通川区)凰冠大院152号,4494,板楼,15元/平米/月,无物业管理服务,上实发展,1栋,90户
南外信用社家属院,(达川区三岔路口)新达街南外信用社家属院,4058,板楼,0.8元/平米/月,暂无信息,暂无信息,2栋,16户
天然气公司家属院,(通川区老车坝)张家湾路104号,4120,板楼,暂无信息,无物业管理服务,四川泰达天然气有限公司,5栋,149户
金山北路200号,(通川区西客站)金山北路200号,3952,板楼,0.3元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,36户
朝阳西路231号,(通川区)朝阳西路231号,4702,板楼,暂无信息,四川滨江鼎信物业服务有限公司,四川宏升房地产开发有限公司,1栋,36户
潘家巷15号,(通川区中心广场)潘家巷15号,4022,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
通州大道297号,(达川区三岔路口)翠屏街道通达西路93号,4445,塔板结合,0.5元/平米/月,四川家佳美实业有限公司,四川一品房产有限公司,1栋,48户
马河沟路20号,(通川区)马河沟路20号,4375,板楼,暂无信息,无,无,1栋,48户
马河沟路51号,(通川区)马河沟路51号,4705,板楼,10元/平米/月,暂无信息,久联物业,1栋,16户
茂林巷27号,(达川区万达路)茂林巷27号,4530,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
翠屏路133号,(通川区)翠屏路133号,5008,板楼,0.8元/平米/月,石嘴山市校企苑物业有限公司银川分公司,达州市长江实业有限公司,1栋,50户
锦华巷71号,(达川区三岔路口)锦华巷71号,4185,塔板结合,10元/平米/月,暂无信息,暂无信息,2栋,90户
李家巷47号,(通川区中心广场)李家巷47号,4485,板楼,暂无信息,暂无信息,暂无信息,2栋,160户
秦巴电商谷,(通川区复兴镇)魏复路秦巴电商谷,4325,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,1494户
万达路527-附5号,(达川区万达路)万达路527号附5号,4397,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,44户
西晶大厦集资房,(通川区西客站)朝阳西路西晶大厦集资房,4329,板楼,2.3元/平米/月,第一太平戴维斯物业顾问（成都）有限公司,上海三象房产发展有限公司,2栋,62户
东坛巷22号,(通川区)东坛巷22号,4325,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,16户
牌楼社区,(通川区中心广场)朝阳东路牌楼社区,4111,未知类型,暂无信息,暂无信息,暂无信息,2栋,5户
邓家巷21号,(通川区中心广场)邓家巷21号,4145,板楼/塔板结合,0.5至15元/平米/月,暂无信息,暂无信息,5栋,333户
交警一大队家属院,(通川区老车坝)滩头街98号,4271,塔楼,1.2元/平米/月,暂无信息,暂无信息,1栋,84户
实验小学花溪校区教师楼,(达川区万达路)花溪街实验小学花溪校区教师楼,4690,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
福达街292号,(达川区万达路)福达街292号,4266,未知类型,暂无信息,暂无信息,暂无信息,1栋,22户
通达综合楼,(通川区老车坝)健民路134号,4021,塔板结合,暂无信息,暂无信息,无开发商,1栋,48户
江州大厦,(通川区中心广场)荷叶街321号,4579,塔楼/板楼,1.2至15元/平米/月,暂无信息,未知,2栋,210户
农业局家属院,(达川区)通达西路169号,4089,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
月亮公寓,(通川区)朝阳东路月亮公寓,4736,塔板结合,暂无信息,暂无信息,未知,2栋,71户
供销车队家属院,(达川区三岔路口)西环路供销车队家属院,4394,板楼,暂无信息,暂无信息,暂无信息,1栋,60户
达州市水务局,(达川区万达路)西环路616号,4679,板楼,暂无信息,暂无信息,暂无信息,4栋,72户
达州市达川区水务局,(达川区南客站)南外升华街197号,4740,塔板结合,0.5元/平米/月,暂无信息,秦皇岛升华置业发展公司,1栋,72户
党校家属院五号院,(达川区万达路)福达街246号,4166,板楼,0.8元/平米/月,成都罗浮物业服务有限公司,暂无信息,3栋,83户
金丝街247号,(达川区三岔路口)金丝街247号,4567,塔板结合,暂无信息,暂无信息,四川上鼎房产,2栋,73户
达川区供销社,(达川区南客站)前进巷47号,4208,平房,0.2元/平米/月,暂无信息,达州莱克实业有限公司,1栋,73户
晨灿小区,(达川区万达路)致富街81号,4591,塔楼,1.83元/平米/月,暂无信息,暂无信息,5栋,228户
251小区,(通川区中心广场)荷叶街251号,4279,塔楼/板楼,0.5至0.8元/平米/月,暂无信息,无开发商,4栋,88户
通达西路274号,(达川区万达路)通达西路274号,4182,塔板结合,20元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,3栋,129户
型钢厂,(达川区三里坪)长寿街型钢厂,4459,板楼,暂无信息,暂无信息,暂无信息,1栋,12户
联通公司家属院,(通川区)大西街联通公司家属院,4294,板楼,1元/平米/月,暂无信息,未知,1栋,60户
印厂,(达川区三里坪)通川中路印厂,4573,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
万达路527号附17号,(达川区万达路)万达路527号附17号,4267,塔楼,暂无信息,暂无信息,未知,1栋,31户
草街子巷47号,(达川区三岔路口)草街子巷47号,4046,板楼,暂无信息,暂无信息,达州市银河房地产开发公司,1栋,48户
金山北路210号,(通川区西客站)金山北路210号,4164,塔板结合,1元/平米/月,暂无信息,"""苍南县中富房地产开发有限公司",1栋,48户
御府丽景,(宣汉县宣汉县)蒲西路御府丽景,4820,未知类型,暂无信息,暂无信息,暂无信息,1栋,136户
桥北花园,(宣汉县宣汉县)岭南街208号,4439,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
鹅市巷69号,(通川区中心广场)鹅市巷69号,4301,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
朝阳东路49号,(通川区老车坝)朝阳东路49号,4679,未知类型,暂无信息,暂无信息,暂无信息,1栋,220户
来凤路296号,(通川区中心广场)来凤路296号,4199,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
南珠天城,(达川区南客站)达川大道三段601号,4820,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,70户
翠屏路133号,(通川区)翠屏路133号,5008,板楼,0.8元/平米/月,石嘴山市校企苑物业有限公司银川分公司,达州市长江实业有限公司,1栋,50户
金马巷54号,(通川区老车坝)金马巷54号,4612,未知类型,暂无信息,暂无信息,暂无信息,1栋,120户
中国农行银行家属院,(通川区老车坝)泰和巷19号,4105,塔板结合,1元/平米/月,自持物业,暂无信息,1栋,110户
新世阳光,(通川区复兴镇)魏复路新世阳光,3344,塔楼/板楼,0.5元/平米/月,暂无信息,暂无信息,4栋,176户
园丁巷,"(达川区万达路)园丁巷41号, 园丁巷39号, 园丁巷63号",4347,板楼,0.8元/平米/月,暂无信息,未知,1栋,133户
御林苑B区,(通川区北客站)通惠路御林苑B区,4450,板楼,0.8元/平米/月,暂无信息,无,1栋,89户
梧桐梁社区天桥巷居民小区,(达川区三里坪)西环路梧桐梁社区天桥巷居民小区,4804,平房,6元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,5栋,236户
关家院小区,(达川区三里坪)长寿街3号,4417,板楼,0.5元/平米/月,暂无信息,四川长富集团,7栋,367户
梧桐梁社区五金久昌院居民小区,(达川区三里坪)长寿街4号,4533,板楼,2.4元/平米/月,暂无信息,物业和度娘都不知道开发商名称,1栋,24户
南外镇梧桐梁社区长江居民小区,(达川区三里坪)长寿街31号,4662,板楼,0.2至2.4元/平米/月,暂无信息,四川建筑公司,6栋,164户
县政府家属院,(达川区万达路)四合街22号,4173,塔板结合,0.6元/平米/月,暂无信息,四川华夏军安建设有限,4栋,80户
达州市林业和园林局,(达川区三岔路口)西环路1075号,4248,未知类型,暂无信息,暂无信息,暂无信息,3栋,206户
东升园,(达川区南客站)兴盛街134号,4193,板楼,0.5元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,4栋,117户
金盾路达川区分局家属院,(达川区南客站)金盾路达川区公安分局家属院,4167,塔板结合,0.6至1.2元/平米/月,暂无信息,徐州星科置业有限公司,13栋,383户
汉兴大道一段107号,(达川区万达路)汉兴大道一段107号,4468,板楼,30元/平米/月,暂无信息,暂无信息,1栋,54户
柴市花园二区,(通川区)柴园巷47号,4782,塔板结合,10元/平米/月,暂无信息,集资房,2栋,66户
朝阳东路49号,(通川区老车坝)朝阳东路49号,4679,未知类型,暂无信息,暂无信息,暂无信息,1栋,220户
来凤路296号,(通川区中心广场)来凤路296号,4199,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
南珠天城,(达川区南客站)达川大道三段601号,4820,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,70户
茂林巷27号,(达川区万达路)茂林巷27号,4530,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
翠屏路133号,(通川区)翠屏路133号,5008,板楼,0.8元/平米/月,石嘴山市校企苑物业有限公司银川分公司,达州市长江实业有限公司,1栋,50户
马河沟路51号,(通川区)马河沟路51号,4705,板楼,10元/平米/月,暂无信息,久联物业,1栋,16户
马河沟路20号,(通川区)马河沟路20号,4375,板楼,暂无信息,无,无,1栋,48户
纺织厂安置房,(达川区南坝)临江路纺织厂安置房,4805,未知类型,暂无信息,暂无信息,暂无信息,5栋,29户
仁和小区,(通川区北客站)南岳庙街95号,4441,板楼,1元/平米/月,达州市定坤物业公司,达州莱克实业有限公司,1栋,20户
文家梁新街1号,(通川区)文家梁新街1号,4324,未知类型,暂无信息,暂无信息,暂无信息,1栋,28户
锦华巷71号,(达川区三岔路口)锦华巷71号,4185,塔板结合,10元/平米/月,暂无信息,暂无信息,2栋,90户
秦巴电商谷,(通川区复兴镇)魏复路秦巴电商谷,4325,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,1494户
南滨路二段495号,(达川区三岔路口)南滨路二段495号,4372,板楼,0.3元/平米/月,暂无信息,暂无信息,1栋,116户
朝阳中路483号,(通川区塔坨)朝阳中路483号,4592,塔楼,20元/平米/月,华茂物业管理公司,无,1栋,54户
凉水井街26号,(通川区)凉水井街26号,4869,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
万达路677号,(达川区万达路)万达路677号,4569,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,60户
东坛巷18号,(通川区)东坛巷18号,4121,板楼,暂无信息,暂无信息,暂无信息,1栋,18户
渡市煤电楼,(通川区老车坝)健民路39号,4916,塔楼,10元/平米/月,暂无信息,暂无信息,1栋,88户
石岭巷13号,(通川区中心广场)石岭巷13号,4729,板楼,暂无信息,无,未知,1栋,47户
晨曦小区,(达川区三岔路口)府南巷49号,4495,未知类型,暂无信息,暂无信息,暂无信息,2栋,94户
爱心巷教师楼,(达川区万达路)爱心巷33号,4354,平房,1元/平米/月,暂无信息,暂无信息,1栋,40户
桂楠小区,(达川区南客站)文兴街3号,4516,板楼,1元/平米/月,无物业管理服务,达州瑞丰木业有限公司,4栋,142户
中青国际家居建材生活广场,(达川区南客站)中青路199号,4511,塔楼,1至1.2元/平米/月,暂无信息,暂无信息,7栋,554户
东城派出所,(通川区北客站)通川北路366号,4312,板楼,0.2元/平米/月,暂无信息,达州中铁瑞城置业有限公司,1栋,56户
鸿雁街52号,(达川区万达路)鸿雁街52号,4641,塔楼,0.4元/平米/月,暂无信息,暂无信息,1栋,96户
南新大厦,(达川区三岔路口)金丝街100号,4642,平房,0.8元/平米/月,暂无信息,暂无信息,1栋,70户
馨欣小区,(通川区西客站)钢欣路188号,4347,板楼/塔板结合,0.5至0.7元/平米/月,达州万世物业管理有限公司,宝龙达地产,44栋,1990户
富華苑,(通川区中心广场)西胜街90号,4550,塔楼,0.6元/平米/月,暂无信息,未知,2栋,112户
龙庭港湾,(达川区三岔路口)石家湾路228号,4426,塔板结合,0.5元/平米/月,暂无信息,华融达地产,4栋,422户
达川区供销社,(达川区南客站)前进巷47号,4208,平房,0.2元/平米/月,暂无信息,达州莱克实业有限公司,1栋,73户
林业物资综合楼,(达川区万达路)惠安路林业物资综合楼,4466,平房,0.5元/平米/月,无物业管理服务,暂无信息,1栋,60户
天健大厦,(通川区中心广场)红旗路225号,4328,板楼,1元/平米/月,暂无信息,无开发商,2栋,108户
工商行政管理,(达川区南客站)茂华街218号,4315,平房,0.6元/平米/月,暂无信息,上海中迪置业有限公司,1栋,90户
翠屏路新华书店家属院,"(达川区三里坪)翠屏路22号,翠屏路20号",4234,板楼,暂无信息,暂无信息,无开发商,1栋,20户
西圣寺路大院,(通川区北客站)西圣寺路105号,4256,塔板结合,0.5元/平米/月,未知,暂无信息,4栋,139户
晨灿小区,(达川区万达路)致富街81号,4591,塔楼,1.83元/平米/月,暂无信息,暂无信息,5栋,228户
翠屏路214号,(通川区北客站)翠屏路214号,4638,塔楼,0.1元/平米/月,暂无信息,无开发商,1栋,84户
中国人民银行达州市中心支行南外家属院,(达川区三岔路口)平安巷中国人民银行达州市中心支行南外家属院,4034,板楼,0.7元/平米/月,暂无信息,成都市陈杨房地产开发有限公司,3栋,122户
四川省粮食经济学校家属院,(达川区三里坪)三里坪街四川省粮食经济学校家属院,4831,未知类型,暂无信息,暂无信息,暂无信息,1栋,82户
金山北路4号,(通川区西客站)金山北路4号,4215,板楼,1元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,32户
荷叶街264号,(通川区中心广场)荷叶街264号,4213,板楼,暂无信息,万源市美新物业管理有限公司,商地置业公司,1栋,66户
航天幼儿园家属院,(达川区三岔路口)金丝街222号,4221,板楼,暂无信息,暂无信息,暂无信息,1栋,54户
永丰街83-1号,(达川区)永丰街83-1号,4509,未知类型,暂无信息,暂无信息,暂无信息,1栋,240户
中国农业发展银行家属院,(达川区万达路)府西巷6号,4358,塔板结合,0.5元/平米/月,四川赛奥物业公司,暂无信息,7栋,176户
马蹄街65号附23号,(通川区中心广场)马蹄街65号附23号,4864,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
达州市通川区供销合作社联合社,(通川区)牌楼路1号,4282,板楼,暂无信息,无,未知,1栋,29户
中国人民银行达州市中心支行南外家属院,(达川区三岔路口)平安巷中国人民银行达州市中心支行南外家属院,4034,板楼,0.7元/平米/月,暂无信息,成都市陈杨房地产开发有限公司,3栋,122户
四川省粮食经济学校家属院,(达川区三里坪)三里坪街四川省粮食经济学校家属院,4831,未知类型,暂无信息,暂无信息,暂无信息,1栋,82户
朝阳东路919号,(通川区)朝阳东路919号,4310,塔楼,暂无信息,暂无信息,无开发商,1栋,66户
中行家属院,(通川区中心广场)火厂坝巷6号,4184,板楼,暂无信息,暂无信息,无开发商,1栋,83户
外贸车队家属院,(达川区万达路)惠安路外贸车队家属院,4238,塔板结合,0.8元/平米/月,无物业管理服务,暂无信息,1栋,84户
军人住宅,(达川区三岔路口)西环路579号,4866,板楼,0.6元/平米/月,暂无信息,四川高达房产,2栋,65户
天健大厦,(通川区中心广场)红旗路225号,4328,板楼,1元/平米/月,暂无信息,无开发商,2栋,108户
北翎路64号,(通川区老车坝)北翎路64号,4575,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,54户
劳动局综合楼,(达川区南客站)茂华街363号,4849,塔楼,0.5元/平米/月,暂无信息,暂无信息,1栋,45户
民乐街625号,(达川区南客站)民乐街625号,4490,板楼,0.5元/平米/月,暂无信息,四川达州运输集团有限公司,1栋,60户
桂楠小区,(达川区南客站)文兴街3号,4516,板楼,1元/平米/月,无物业管理服务,达州瑞丰木业有限公司,4栋,142户
中青国际家居建材生活广场,(达川区南客站)中青路199号,4511,塔楼,1至1.2元/平米/月,暂无信息,暂无信息,7栋,554户
东城派出所,(通川区北客站)通川北路366号,4312,板楼,0.2元/平米/月,暂无信息,达州中铁瑞城置业有限公司,1栋,56户
龙庭港湾,(达川区三岔路口)石家湾路228号,4426,塔板结合,0.5元/平米/月,暂无信息,华融达地产,4栋,422户
花溪社区机械一厂,(达川区万达路)万达路花溪社区机械一厂,4701,塔板结合,暂无信息,暂无信息,达州市侨兴房产开发有限公司,1栋,221户
西环路73号,(达川区三岔路口)西环路73号,4172,塔板结合,0.9元/平米/月,暂无信息,暂无信息,1栋,22户
骊都酒店,(通川区中心广场)荷叶街66号,4756,板楼,20元/平米/月,暂无信息,暂无信息,1栋,64户
翠屏路新华书店家属院,"(达川区三里坪)翠屏路22号,翠屏路20号",4234,板楼,暂无信息,暂无信息,无开发商,1栋,20户
同安路108号,(达川区三里坪)同安路108号,4259,板楼,6元/平米/月,暂无信息,暂无信息,1栋,64户
同盛综合楼,(达川区万达路)万达路同盛综合楼,4556,板楼,0.1元/平米/月,无物业管理服务, 合肥前城置业有限公司,1栋,56户
金山北路4号,(通川区西客站)金山北路4号,4215,板楼,1元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,32户
三里坪华仙巷华联集资楼,(达川区三里坪)和祥街三里坪华仙巷华联集资楼,4833,板楼,暂无信息,无物业管理服务,张家口万全区诚兴投资有限公司,1栋,110户
凉水井街62号,(通川区北客站)凉水井街62号,4332,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,30户
工商行政管理,(达川区南客站)茂华街218号,4315,平房,0.6元/平米/月,暂无信息,上海中迪置业有限公司,1栋,90户
裕丰小区,(通川区北客站)裕溪街56号,4826,塔板结合,0.8至4.2元/平米/月,暂无信息,暂无信息,2栋,72户
新华花园,(达川区南客站)民乐街352号,4340,塔板结合,暂无信息,四川远鸿物业管理有限公司,江苏国信地产,3栋,92户
林业物资综合楼,(达川区万达路)惠安路林业物资综合楼,4466,平房,0.5元/平米/月,无物业管理服务,暂无信息,1栋,60户
小北街三圣宫40号,(通川区中心广场)小北街三圣宫40号,4018,未知类型,暂无信息,暂无信息,暂无信息,1栋,121户
荣联万象城,(宣汉县宣汉县)琦云西路44号,4590,未知类型,暂无信息,暂无信息,暂无信息,6栋,600户
林科所综合楼,(达川区三岔路口)达川大道一段林科所综合楼,4314,板楼,0.8元/平米/月,四川达州市鼎豪物业公司,达州中铁瑞城置业有限公司,1栋,28户
张家湾路30号,(通川区老车坝)张家湾路30号,4830,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
大北街162号,(通川区中心广场)大北街162号,4747,板楼,0.8元/平米/月,达州市宏源物业服务有限公司,上实发展房地产公司,1栋,36户
大西街81号,(通川区)大西街81号,4302,未知类型,暂无信息,暂无信息,暂无信息,1栋,80户
林科所综合楼,(达川区三岔路口)达川大道一段林科所综合楼,4314,板楼,0.8元/平米/月,四川达州市鼎豪物业公司,达州中铁瑞城置业有限公司,1栋,28户
华川生活区,(达川区三岔路口)新南街华川生活区,4449,塔楼,0.5元/平米/月,暂无信息,暂无信息,2栋,43户
畜牧局综合楼,(通川区罗浮广场)朝阳中路318号,4665,塔楼,0.3元/平米/月,暂无信息,暂无信息,1栋,30户
新达街77号,(达川区三岔路口)新达街77号,4289,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
大东街20号,(通川区)大东街20号,4297,板楼,暂无信息,未知,未知,1栋,26户
荣联万象城,(宣汉县宣汉县)琦云西路44号,4590,未知类型,暂无信息,暂无信息,暂无信息,6栋,600户
曹家梁街256附2号,(达川区万达路)曹家梁街256附2号,4069,未知类型,暂无信息,暂无信息,暂无信息,1栋,35户
达县农机局综合楼,(达川区万达路)万达路达县农机局综合楼,4212,未知类型,暂无信息,暂无信息,暂无信息,2栋,48户
袁家巷162号,(达川区南客站)袁家巷162号,4270,板楼,暂无信息,暂无信息,暂无信息,1栋,20户
水利局家属院,(通川区老车坝)健民路水利局家属院,4780,板楼,0.3元/平米/月,暂无信息,暂无信息,2栋,74户
健民路58号,(通川区老车坝)健民路58号,4017,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,57户
燃气公司家属院,(通川区老车坝)黄马湾路161号,4576,未知类型,暂无信息,暂无信息,暂无信息,2栋,169户
金山后街62号,(通川区西客站)金山后街62号,5053,板楼,0.9元/平米/月,暂无信息,蓝润置地,1栋,24户
达川区交通局综合楼,(达川区三岔路口)幸福巷达川区交通局综合楼,4775,未知类型,暂无信息,暂无信息,暂无信息,1栋,62户
花溪街131号,(达川区万达路)花溪街131号,4857,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
中心巷87号,(通川区中心广场)中心巷87号,4379,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,41户
富德大厦,(通川区中心广场)朝阳东路351号,4703,塔楼/塔板结合,0.8至25元/平米/月,暂无信息,暂无信息,2栋,143户
朝阳东路462号,(通川区)朝阳东路462号,4321,板楼/塔板结合,暂无信息,未知,未知,3栋,146户
华仙巷43号,(达川区三里坪)华仙巷43号,4381,板楼,5元/平米/月,无,集资开发,1栋,54户
朝阳西路762号,(通川区西客站)朝阳西路762号,4660,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,80户
通川中路289号,(通川区老车坝)通川中路289号,3940,未知类型,暂无信息,暂无信息,暂无信息,3栋,83户
爱心巷教师楼,(达川区万达路)爱心巷33号,4354,平房,1元/平米/月,暂无信息,暂无信息,1栋,40户
花溪社区机械一厂,(达川区万达路)万达路花溪社区机械一厂,4701,塔板结合,暂无信息,暂无信息,达州市侨兴房产开发有限公司,1栋,221户
西圣寺路大院,(通川区北客站)西圣寺路105号,4256,塔板结合,0.5元/平米/月,未知,暂无信息,4栋,139户
中国人民银行达州市中心支行南外家属院,(达川区三岔路口)平安巷中国人民银行达州市中心支行南外家属院,4034,板楼,0.7元/平米/月,暂无信息,成都市陈杨房地产开发有限公司,3栋,122户
通达西路492号,(达川区三岔路口)通达西路492号,4272,塔板结合,0.8元/平米/月,无物业管理服务,暂无信息,2栋,73户
达川区供销社,(达川区南客站)前进巷47号,4208,平房,0.2元/平米/月,暂无信息,达州莱克实业有限公司,1栋,73户
新华花园,(达川区南客站)民乐街352号,4340,塔板结合,暂无信息,四川远鸿物业管理有限公司,江苏国信地产,3栋,92户
晨灿小区,(达川区万达路)致富街81号,4591,塔楼,1.83元/平米/月,暂无信息,暂无信息,5栋,228户
劳动局综合楼,(达川区南客站)茂华街363号,4849,塔楼,0.5元/平米/月,暂无信息,暂无信息,1栋,45户
国税局家属院,(达川区南客站)通达东路国税局家属院,4695,塔板结合,0.5元/平米/月,暂无信息,达州市投资有限公司,2栋,150户
翠屏路214号,(通川区北客站)翠屏路214号,4638,塔楼,0.1元/平米/月,暂无信息,无开发商,1栋,84户
四川省粮食经济学校家属院,(达川区三里坪)三里坪街四川省粮食经济学校家属院,4831,未知类型,暂无信息,暂无信息,暂无信息,1栋,82户
检察院家属院,(达川区南客站)南新巷76号,4785,平房,1元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,1栋,120户
老干局家属院,(达川区南客站)东环南路老干局家属院,4107,塔楼,暂无信息,暂无信息,暂无信息,1栋,72户
军人住宅,(达川区三岔路口)西环路579号,4866,板楼,0.6元/平米/月,暂无信息,四川高达房产,2栋,65户
裕丰小区,(通川区北客站)裕溪街56号,4826,塔板结合,0.8至4.2元/平米/月,暂无信息,暂无信息,2栋,72户
万达路473号,(达川区万达路)万达路473号,3670,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,88户
大西街106号家属院,(通川区中心广场)大西街106号,4365,板楼,1.2元/平米/月,暂无信息,无开发商,2栋,103户
西环路73号,(达川区三岔路口)西环路73号,4172,塔板结合,0.9元/平米/月,暂无信息,暂无信息,1栋,22户
金惠大厦,(达川区三岔路口)通达西路594号,3945,塔楼,暂无信息,暂无信息,暂无信息,1栋,63户
银鑫小区,(达川区三岔路口)通达西路银鑫小区,4245,板楼,0.4元/平米/月,暂无信息,四川明新地产开发有限公司,2栋,110户
金山北路126号,(通川区西客站)金山北路126号,3359,板楼,0.65元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,96户
251小区,(通川区中心广场)荷叶街251号,4279,塔楼/板楼,0.5至0.8元/平米/月,暂无信息,无开发商,4栋,88户
二马路165号,(通川区老车坝)二马路165号,4598,塔楼,0.01元/平米/月,暂无信息,暂无信息,1栋,58户
金竹巷46号,(达川区万达路)金竹巷46号,3618,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
蜀东大厦,(达川区万达路)光荣巷蜀东大厦,4417,平房,暂无信息,暂无信息,四川新城置业有限公司,1栋,160户
