小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
康乐新村检查院宿舍楼,(湖里南山路)康乐路200号,44620,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,37户
海丰大厦,(湖里南山路)海天路185号,38866,1993年建成 ,板楼,1.2元/平米/月,暂无信息,暂无信息,1栋,36户
善见豪山,(思明观音山)半屏山路与台南路交叉口西北侧,35883,2009年建成 ,板楼,4.9元/平米/月,厦门风采物业管理有限公司,厦门市聚群置业有限公司,4栋,1348户
东南花园,"(湖里大唐世家)嘉禾路556到557号, 嘉禾路556-568号, 嘉禾路562-102",38708,1993年建成 ,板楼,1.2至2元/平米/月,无物业管理服务,东明建发置业有限公司,1栋,157户
信源大厦,(湖里湖里大道)兴隆路25号,36986,1991年建成 ,塔楼,1.8元/平米/月,厦门信源物业管理有限公司,中山恒力信建材有限公司,2栋,174户
东村巷,(湖里东渡)东村巷,46342,1986年建成 ,板楼,2元/平米/月,无物业管理服务, 重庆汇东房地产开发有限公司,8栋,125户
信宏大厦,(湖里湖里大道)兴隆路31号,33880,1991年建成 ,塔楼,0.8元/平米/月,厦门物业管理, 西安保亿名卓置业有限公司,2栋,144户
双狮南里,(湖里邮轮城)双狮南里37号,44579,1975年建成 ,塔楼/板楼,暂无信息,无物业管理服务,无,21栋,571户
十一间街,(思明中山路)十一间街27号,42952,1949年建成 ,板楼,暂无信息,无物业管理服务,未知,9栋,10户
康泰路,(思明鼓浪屿)康泰路127号,35016,1987年建成 ,板楼,1.2至3.6元/平米/月,暂无信息,无开发商,16栋,63户
同益路,(湖里邮轮城)同益路52号,46357,1995年建成 ,板楼,暂无信息,暂无信息,无,2栋,24户
江鹭花园,(湖里SM)禾山路505-513号,43385,1996年建成 ,板楼/塔板结合,1.8元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,2栋,51户
海投第一湾,(海沧马銮湾东)新景路海投第一湾,38323,2015年建成 ,塔楼/板楼/塔板结合/平房,2.98至5.2元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,26栋,1421户
保利叁仟栋·壹海里,(同安环东海域)同安环东海域滨海西大道BRT潘涂站旁,39795,2015年建成 ,板楼,3.6元/平米/月,保利物业管理有限公司厦门分公司,厦门中璟房地产有限公司,25栋,4277户
新湖花园,(湖里湖里大道)兴隆路457-471号,39405,1997年建成 ,板楼,0.8元/平米/月,暂无信息,美的置地,2栋,224户
鳌园路,(集美集美文教区)鳌园路23号,44002,1986年建成 ,板楼,暂无信息,无, 陕西亿润经贸有限公司 ,2栋,138户
万隆国际广场,(湖里五缘湾)湖里五缘湾泗水道（五缘湾运动馆旁）,42570,2015年建成 ,塔板结合,6.6元/平米/月,厦门常春藤物业管理有限公司,厦门市英泰富房地产有限公司,2栋,303户
滨海苑,(湖里南山路)竹坑路2-6号,41558,1990年建成 ,塔楼/板楼,0.7至1.8元/平米/月,厦门石桥物业,厦门世茂新领航置业有限公司,7栋,58户
国防计量站小区,(湖里南山路)宜宾路17号,33516,1998年建成 ,板楼,2元/平米/月,厦门宝龙物业有限公司, 重庆汇东房地产开发有限公司,2栋,21户
印刷宿舍,(思明火车站)莲前西路127到133号,45045,暂无信息 ,板楼,暂无信息,无物业管理服务,无开发商,1栋,64户
高迪墅,"(集美集美文教区)集美区乐海南里450-452号, 乐海南里447-511号, 集美区乐海南里477-506号",45575,1999年建成 ,塔楼/板楼,1.8至2.5元/平米/月,厦门常春藤物业管理有限公司,厦门旺荣房地产开发有限公司,67栋,130户
海天苑,(湖里南山路)海天路67号,46811,1990年建成 ,板楼,暂无信息,暂无信息,暂无信息,3栋,38户
都市雅苑,(湖里保税区)华昌路136号,32756,1998年建成 ,塔楼/板楼,0.5至0.9元/平米/月,厦门佰翔物业服务有限公司,厦门永升房地产开发有限公司,2栋,76户
森宝大厦,(湖里湖里大道)厦门市湖里区华荣路48-50号,44049,1997年建成 ,板楼,2元/平米/月,厦门中厦物业管理有限公司,华宇置业,1栋,110户
五通小区,"(湖里万达广场)五通一里1号至83号, 五通二里1号至54号",44891,2004年建成 ,板楼,0.8至1元/平米/月,厦门湖里区国投物业有限公司,厦门市禾丰新景房地产有限公司,57栋,587户
明园大厦,(湖里湖里大道)湖里大道80-84号,33974,1997年建成 ,板楼,1.3元/平米/月,厦门家晟物业管理公司,厦门永升房地产开发有限公司,1栋,80户
瑞景商业广场,(思明瑞景)莲前东路288号,39349,1999年建成 ,塔楼/板楼,1.2至3元/平米/月,宝龙商业物业管理有限公司,厦门建坤实业发展有限公司,2栋,106户
聚泰商业城,(思明火车站)嘉禾路1226号,31722,1996年建成 ,板楼,1.5元/平米/月,厦门聚泰房地产投资开发有限公司,建发房产,1栋,444户
小东山村,"(湖里大唐世家)厦门市湖里区小东山社, 小东山社6号, 小东山社4号",36078,1998年建成 ,板楼/塔板结合,2.5至6元/平米/月,南方物业管理有限公司,大唐地产集团,2栋,38户
禾山路,(湖里SM)福建省厦门市湖里区,42234,1987年建成 ,板楼,暂无信息,暂无信息,暂无信息,11栋,322户
泉水湾SOHO,(集美集美其它)乐海北里332号,36382,1999年建成 ,板楼,2.2元/平米/月,泉舜物业有限公司,厦门泉舜房地产开发有限公司,2栋,60户
鸿山社区,(思明思明南路)寿彭路1号之7,46719,1987年建成 ,板楼,1.2元/平米/月,厦门金同亨物业服务有限公司,无,2栋,154户
邮电宿舍,(思明七星路)东岳路31-37号,38411,1996年建成 ,板楼,0.1至4元/平米/月,暂无信息,物业和度娘都不知道开发商名称,8栋,132户
荣景花园,"(集美集美文教区)嘉庚路43号, 集美区嘉庚路43号",34266,1994年建成 ,板楼,2元/平米/月,自主物业,厦门恒业房地产有限公司,10栋,127户
工商局宿舍,(思明火车站)福建省厦门市思明区,34491,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,84户
雅景别墅,"(湖里南山路)宜宾路47-51号, 宜宾路53-61号",37930,1998年建成 ,未知类型,暂无信息,暂无信息,暂无信息,8栋,8户
殿前四路,(湖里殿前)殿前四路134号,36924,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,3栋,31户
气象局宿舍,(湖里东渡)海山路47号,42196,1988年建成 ,板楼,暂无信息,无物业管理服务, 合肥万科瑞翔地产有限公司,4栋,61户
龙山综合楼小区,(思明莲花)谊爱路250-256号,45373,1997年建成 ,板楼,暂无信息,暂无信息,暂无信息,1栋,38户
集美大学莲花池住宅小区,(集美集美文教区)集源路3号,38583,1986年建成 ,板楼,1至1.2元/平米/月,无物业管理服务,广州恒大,2栋,18户
康乐新村检查院宿舍楼,(湖里南山路)康乐路200号,44620,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,37户
东辉小区,(湖里东渡)海山路88-106号,43612,1988年建成 ,板楼,1.5元/平米/月,暂无信息,上海华闽房地产开发有限公司,5栋,140户
金尚路,(思明莲前)金尚路29号,32963,暂无信息 ,板楼,暂无信息,暂无信息,暂无信息,2栋,18户
卖鸡巷,(思明思明南路)卖鸡巷38号,45540,1949年建成 ,塔楼/塔板结合,暂无信息,无物业管理服务,无开发商,5栋,12户
龙湖春江郦城二期,(集美杏北)杏林北路与杏锦路交叉口南侧,33232,2014年建成 ,塔楼/板楼,3至3.6元/平米/月,暂无信息,厦门翔洲房地产开发有限公司,9栋,1706户
东苑村,(湖里东渡)东渡路90号,36783,1989年建成 ,板楼/塔板结合,0.8元/平米/月,无物业管理服务,航东地产,2栋,127户
浦南工业区,(思明火车站)浦南一里17号,36560,1999年建成 ,板楼,1.8元/平米/月,厦门海投物业有限公司, 重庆汇东房地产开发有限公司,7栋,73户
招商海德公园二期,(集美集美其它)集美区东安南二里,40717,2014年建成 ,板楼,2.5至2.75元/平米/月,招商物业,招商局,28栋,690户
联发·橄榄墅,"(翔安马巷)翔安舫山北路（翔安一中西侧）, 翔安区印斗山五里3号",42926,2014年建成 ,塔楼/板楼/塔板结合,4.58至6.98元/平米/月,厦门联发集团物业管理有限公司,厦门联发（集团）房地产公司,16栋,162户
天韵大厦,"(集美集美文教区)石鼓路253号, 集美区石鼓路253-259号",37189,2000年建成 ,板楼,1.5元/平米/月,世茂天成物业服务集团有限公司, 重庆桥达茂宸房地产开发有限公司,1栋,28户
经发委系统拆迁安置房,(思明金鸡亭)西林西里,44071,2004年建成 ,塔楼/平房,暂无信息,暂无信息,暂无信息,7栋,155户
万山小区,"(湖里南山路)南山路89号, 南山路91号",46287,1988年建成 ,板楼,1.2元/平米/月,无物业管理服务,北京首创建设有限公司,9栋,90户
东城合院,(翔安新店)下曾路东城合院,32869,2013年建成 ,板楼,3元/平米/月,厦门磐基物业经营管理有限公司,厦门国贸控股建设开发有限公司,6栋,1192户
国贸金门湾日光海,(翔安大嶝岛)环嶝南路国贸金门湾日光海,36026,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,23栋,23户
鼓锣洋塘里,(翔安翔安新城)洪钟西路鼓锣洋塘里,35385,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,7栋,28户
海晟维多利亚,(海沧滨海社区)沧虹东里1到21号,48323,2006年建成 ,塔楼,2.2元/平米/月,厦门烟草海晟物业服务有限公司,厦门海晟房地产开发有限公司,20栋,2484户
建发花园,"(思明火车站)东浦一里1到5号, 建发花园129-143号, 东浦一里183-201号",55832,1995年建成 ,板楼,0.65至1.6元/平米/月,厦门市佰鸿物业管理有限公司,厦门建发集团有限公司,41栋,1726户
仙阁里花园,(思明SM)仙阁里路208到211号,57793,1994年建成 ,塔楼/板楼,0.5至0.55元/平米/月,暂无信息,厦门市住宅建设总公司,37栋,2589户
莲坂西小区,(思明莲坂)长青路1到157号,61168,1989年建成 ,板楼,0.5元/平米/月,厦门新市区筼筜物业有限公司,无开发商,49栋,1443户
嘉盛豪园,"(思明瑞景)洪莲西里1到48号, 洪莲中路40号, 莲前东路57号, 莲前东路59号, 洪莲西里7号, 洪莲西里6-12号, 洪莲中路76号, 洪莲中路78号, 洪莲西里31号",54058,1998年建成 ,塔楼/板楼,1.25至1.66元/平米/月,厦门豪管家物业管理公司,厦门嘉盛建设有限公司,28栋,2907户
前埔南区文兴东二里,"(思明前埔)文兴东二里1到39号, 文兴东二里42-102",51703,1998年建成 ,板楼/平房,0.75元/平米/月,厦门市厦禾物业管理有限公司,厦门住宅建设集团有限公司,19栋,673户
前埔南小区一区,(思明前埔)店上东里1到103号,47906,1996年建成 ,塔楼/板楼,0.75至1.7元/平米/月,厦门市万家合物业服务有限公司 ,厦门经济特区房地产开发集团有限公司,39栋,1739户
万禾广场,(思明莲坂)厦门市思明区湖滨南路811到817号,60901,1996年建成 ,塔楼/板楼,2.2元/平米/月,厦门万亘物业管理有限公司,厦门万山禾房地产开发有限公司,5栋,698户
金山小区,"(湖里金山)金山西里11到133号, 金山西里44-4-101号, 金山西里44-47号",47231,2000年建成 ,板楼,0.6至1.1元/平米/月,厦门市住总物业管理公司,厦门住宅建设集团有限公司,28栋,1689户
金枫园,(思明火车站)东埔路6到12号,59783,1998年建成 ,板楼/塔板结合,0.78至1.55元/平米/月,厦门市佰鸿物业管理有限公司,厦门金环置业有限公司,9栋,861户
东方巴黎广场,(湖里江头)嘉禾路334-380号,53996,1988年建成 ,塔楼/板楼,0.8至2元/平米/月,厦门豪亿物业管理有限公司,厦门福隆置业集团有限公司,23栋,1528户
自然家园,"(思明火车站)东坪二里111号到171号, 东坪二里155-171号",58152,1990年建成 ,板楼,1.5至2.5元/平米/月,厦门市禾源物业管理有限公司,厦门市中骏置业有限公司,19栋,1061户
金榜大厦,(思明文灶)厦禾路840-1、840-2号,56932,1994年建成 ,塔楼,1.8元/平米/月,厦门金榜阁物业管理有限公司,厦门协泰成房地产有限公司,1栋,269户
中交和美新城一期,"(集美集美新城)诚毅北路276到306号, 集美区诚毅北路276-315号, 诚毅北路222号, 诚毅北路",53264,2013年建成 ,塔楼/板楼/塔板结合,2.78至4.68元/平米/月,中交（厦门）物业服务限公司,中交（厦门）投资有限公司,8栋,758户
中骏蓝湾半岛,(海沧滨海社区)沧林东一里550号到564号,47148,2008年建成 ,塔楼/塔板结合,1.8至2.5元/平米/月,厦门世邦泰和物业管理有限公司,厦门市中骏置业有限公司,15栋,989户
冠宏花园,(湖里江头)嘉禾路328到332号,56434,2002年建成 ,塔楼/板楼,1.8至2.5元/平米/月,厦门佳睦物业管理有限公司,厦门冠宏房地产开发有限公司,3栋,870户
侨岳里小区,(思明SM)仙岳路,56210,1994年建成 ,板楼,0.5元/平米/月,厦门市福菲物业管理有限公司,厦门市福信房地产开发有限公司,31栋,1274户
中交和美新城（二期三期）,"(集美集美新城)海翔大道中交和美新城（二期三期）, 诚毅北路222号, 诚毅北路,诚毅北路291-315号",54358,2003年建成 ,板楼/塔板结合,2.78至4.68元/平米/月,中交（厦门）物业服务有限公司, 中交（厦门）投资有限公司,28栋,1154户
国贸阳光,"(湖里祥店)祥店路135号, 祥岭路124号, 祥店里103-108号",60230,2006年建成 ,塔楼/板楼/塔板结合/平房,2.4元/平米/月,建发怡家园物业,厦门国贸物业管理有限公司,12栋,1183户
文屏山庄,(思明文灶)文屏路59到199号,51518,1994年建成 ,板楼,0.5至1.8元/平米/月,厦门福美莱物业管理有限公司,厦门新达利房地产开发有限公司,51栋,4038户
金祥大厦,(思明火车站)禾祥东路28号,56786,1998年建成 ,塔楼,1.5元/平米/月,厦门市厦禾物业管理有限公司,天龙(厦门)房地产开发有限公司,1栋,664户
彼岸,(海沧滨海社区)沧林东368到388号,47242,2004年建成 ,板楼/塔板结合,1.6至1.7元/平米/月,厦门华菲物业管理有限公司,厦门启鹭房地产开发有限公司,11栋,1374户
岭兜小区南区,(思明前埔)岭兜一里58-166号,50171,1999年建成 ,塔楼/板楼/塔板结合,0.8至1元/平米/月,无,宝嘉厦门房地产开发有限公司,35栋,1693户
阳光花园,(思明松柏)长青路494到530号,60672,1996年建成 ,板楼/塔板结合,0.8元/平米/月,厦门市建坤物业管理有限公司,厦门市建坤实业发展公司,6栋,290户
天伦花园,(思明莲花)谊爱路27号,60232,1996年建成 ,塔楼/板楼,1.2至1.8元/平米/月,厦门怡安居物业管理有限公司,厦门中天房地产公司,4栋,404户
翡翠城,(思明火车站)东浦路78号,57398,1998年建成 ,塔楼/塔板结合,1.6至1.85元/平米/月,厦门盛世豪泰物业服务有限公司,厦门当代置业集团有限公司,11栋,519户
金尚小区,(湖里金尚)凤山路514到520号,52768,1995年建成 ,板楼,0.5至0.75元/平米/月,暂无信息,厦门嘉盛建设有限公司,74栋,3478户
云顶至尊,(思明瑞景)厦门市思明区文兴东路95号,59437,2009年建成 ,板楼,3.9元/平米/月,北京世邦魏理仕物业管理服务有限公司厦门分公司,厦门福康经济发展有限公司,20栋,1778户
欣华花园,(湖里湖里大道)华荣路74到80号,50938,1990年建成 ,板楼,1.1至1.5元/平米/月,厦门联发集团物业管理有限公司,厦门联发（集团）房地产公司,5栋,725户
禹洲新村一，二期,(湖里南山路)南山路405到433号,48104,1996年建成 ,板楼,0.01至1.5元/平米/月,厦门禹州集团股份有限公司,"厦门禹洲集团股份有限公司,",11栋,1031户
第二城快乐天地,"(湖里祥店)仙岳路1933, 祥店二路17号, 祥店二路55号",62174,2003年建成 ,塔楼/板楼,1.2至5元/平米/月,汇嘉（厦门）物业管理有限公司,厦门诚毅地产投资管理有限公司 ,4栋,616户
仙岳嘉园,(思明SM)仙岳路485到489号,60615,1995年建成 ,塔楼,1.1至1.2元/平米/月,厦门市福菲物业管理有限公司,厦门景祥房地产开发有限公司,1栋,304户
侨福城侨文里,(思明瑞景)侨洪里42号,48993,1999年建成 ,塔楼/板楼,0.6元/平米/月,厦门侨洪物业管理有限公司,落实侨房政策,10栋,628户
能群大厦,(思明莲坂)湖滨南路 823号,62389,1998年建成 ,塔楼,1.5至1.6元/平米/月,厦门市世家物业管理有限公司,无开发商,3栋,482户
瑞景新村祥麟苑,(思明瑞景)洪文一里1到135号,60616,1998年建成 ,塔楼/板楼,0.8至0.9元/平米/月,厦门市建坤物业管理有限公司,厦门市建坤实业发展公司,6栋,283户
文兴社,(思明瑞景)洪文五里,57954,2005年建成 ,板楼,1.5元/平米/月,厦门嘉益物业,厦门华星开发商,7栋,308户
洪山柄北区,(思明瑞景)洪文五里,47427,2001年建成 ,板楼,1.2元/平米/月,厦门锦涔物业管理有限公司,广州城建发地产,17栋,422户
大洋雅苑,(湖里枋湖)枋湖东二里21到32号,57657,2005年建成 ,板楼,1.7至100元/平米/月,大洲物业管理有限公司,厦门海投房地产有限公司 ,3栋,408户
宝龙中心一期,(思明莲坂)嘉禾路297号,54846,1996年建成 ,塔楼/板楼,1.5至2.6元/平米/月,暂无信息,厦门宝龙房地产发展有限公司,3栋,439户
包印嘉禾花园,(思明禾祥西路)湖滨南路210号,61598,2000年建成 ,板楼,0.8至2.2元/平米/月,住总物业,厦门包印嘉禾花园开发有限公司 ,4栋,134户
仙岳里小区二区,(思明体育中心)思明仙岳里51到53号,54812,2003年建成 ,板楼,1.1至1.3元/平米/月,无,万森房地产开发有限公司,5栋,181户
碧湖嘉园,(湖里枋湖)枋湖东二里1到18号,59422,2006年建成 ,板楼,1.55元/平米/月,厦门华菲物业管理有限公司,厦门嘉盛建设有限公司,7栋,924户
和光里,(思明莲花一村)和光里17.18.19号,58949,1986年建成 ,板楼,0.6至0.8元/平米/月,厦门市住总物业管理公司,厦门市东区开发有限公司,23栋,724户
金色阳光,(湖里枋湖)枋湖北路263到277号,60301,2014年建成 ,板楼,2.3至2.35元/平米/月,厦门盛汉置业有限公司,厦门庐山实业发展有限公司,2栋,203户
源盛花园,(思明松柏)屿后北里375到379号,60141,1994年建成 ,塔楼/板楼,0.6至0.8元/平米/月,暂无信息,厦门源盛房地产开发有限公司,17栋,809户
前埔北区一里,(思明前埔)前埔中路188-238,50956,2000年建成 ,板楼,0.5至0.8元/平米/月,厦门市住总物业管理公司,厦门住宅建设集团有限公司,38栋,1721户
嘉莲大厦,(思明莲花一村)嘉禾路,58488,1999年建成 ,塔楼/板楼,1.5元/平米/月,暂无信息,厦门汇成建设发展有限公司,2栋,431户
新港龙花园,(思明莲坂)莲岳路18号到24号,49888,1999年建成 ,板楼,0.8至1.2元/平米/月,暂无信息,厦门市家佳物业管理有限公司,7栋,292户
源昌广场,(思明火车站)禾祥东路172到188号,60707,1998年建成 ,塔楼/平房,1.95至4元/平米/月,厦门市源昌物业服务有限公司,厦门市源昌房地产开发有限公司,6栋,565户
第二城幸福生活,"(湖里祥店)祥店里3号, 祥店里5-3号, 祥店里5之3号",50798,1999年建成 ,板楼,0.75至2.2元/平米/月,厦门汇嘉物业管理有限公司, 厦门市南成开发商,10栋,1396户
古龙明珠,"(集美集美文教区)印斗北里1到63号, 集美区印斗北里1-28号",47082,2005年建成 ,塔楼/板楼,1.2至1.5元/平米/月,厦门市人居乐业物业服务有限公司,厦门市古龙集团房地产开发有限公司,28栋,1102户
未来海岸鹭景湾,"(海沧未来海岸北师大)嵩屿北二里335号, 海沧区嵩屿北二里15-317号",50371,2000年建成 ,板楼,1.8元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,72栋,466户
潘宅南小区,(思明瑞景)洪文六里,55696,2005年建成 ,板楼,1元/平米/月,厦门联发集团物业管理有限公司,厦门华星开发商,5栋,216户
福隆国际,(湖里江头)嘉禾路312号,57176,1998年建成 ,塔楼/塔板结合,1.8至3元/平米/月,厦门豪亿物业管理有限公司,厦门福隆置业集团有限公司,5栋,1122户
绿苑新城三组团,"(海沧滨海社区)沧林东一里149号到165号, 海沧区沧林东一里149-165号",47109,2013年建成 ,塔楼/塔板结合/平房,1.9至1.95元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,9栋,1452户
鹭槟大厦,(湖里邮轮城)东渡路69号,57905,1992年建成 ,塔楼,1.5至1.6元/平米/月,厦门厦房物业管理有限公司,厦门祥泰房地产开发有限公司,1栋,716户
香江大花园,"(思明莲花一村)嘉禾路108号, 嘉禾路104-108号",62407,1991年建成 ,塔楼/板楼,1.2元/平米/月,美佳物业管理(深圳)有限公司厦门分公司,厦门汇成有限公司,4栋,901户
金榜南二路,(思明火车站)金榜南二路,55745,1977年建成 ,板楼/平房,1.5元/平米/月,无,保定你我他投资有限公司,23栋,95户
岳阳西里,(思明岳阳社区)岳阳西里1到191号,53541,1993年建成 ,塔楼/板楼/塔板结合,0.45至1.5元/平米/月,裕景（厦门）物业管理有限公司,厦门市土地开发有限公司,70栋,2864户
源隆花园,(思明思北)角滨路,57785,1998年建成 ,板楼,1.5元/平米/月,厦门市源昌物业服务有限公司,厦门市源隆地产开发公司,2栋,221户
一元花园二期,(湖里金尚)金尚路231-267号,54911,2002年建成 ,塔楼/板楼,0.55至1.8元/平米/月,深圳市城安物业管理有限公司,厦门一元房地产开发有限公司,3栋,350户
国源滨北国际,(思明市政府)湖滨北路21号,60451,2003年建成 ,塔楼/板楼,2.8至3元/平米/月,厦门国源物业管理有限公司,厦门国源房地产开发有限公司,1栋,218户
IOI棕榈城,(集美集美新城)杏林湾路IOI棕榈城,51648,2008年建成 ,板楼/塔板结合,2.7至4.5元/平米/月,厦门市万科物业服务有限公司,IOI（厦门）置业有限公司,11栋,631户
前埔南区文兴东一里,(思明前埔)前埔南区文兴东一里1-26号,51947,1997年建成 ,板楼,0.75元/平米/月,厦门市厦禾物业管理有限公司,厦门经济特区房地产开发集团有限公司,11栋,616户
观远里思明,(思明莲花一村)观远路29号,60278,1985年建成 ,板楼,0.6至0.8元/平米/月,无物业管理服务,无开发商,43栋,579户
高林居住区一里,(湖里万达广场)金钟路,50342,2000年建成 ,塔楼/板楼/塔板结合,1.2元/平米/月,厦门天地物业公司,高建物业,24栋,4865户
宏伟大厦,"(湖里枋湖)金尚路, 金尚路1628号, 金尚路1630号",53147,1995年建成 ,板楼,1元/平米/月,无物业管理服务,厦门市宏伟建筑集团房地产开发有限公司临漳分公司,3栋,115户
新景华府一期,(湖里金尚)双浦东里1到30号,57782,2000年建成 ,板楼,2.65元/平米/月,厦门国贸物业管理有限公司,厦门新景地集团有限公司,5栋,576户
禹洲花园三期,(思明莲花)金尚路46号,58735,2000年建成 ,板楼,0.75至1.6元/平米/月,厦门市厦煌物业服务有限公司,"厦门禹洲集团股份有限公司,",7栋,655户
莲花广场,"(思明莲花一村)香莲里32到35号, 香莲里33号, 香莲里31号,香莲里34号",59602,1997年建成 ,塔楼/板楼/塔板结合,1.5元/平米/月,南方物业管理有限公司,厦门包印嘉禾花园开发有限公司 ,3栋,1145户
大唐世家一期,"(湖里大唐世家)莲兴路1-11号, 兴隆路510-516号, 兴隆路500到580号",50152,1996年建成 ,塔楼/板楼,0.6至1.2元/平米/月,厦门市今日大唐物业有限公司,厦门大唐房地产有限公司,11栋,695户
佳旺花园,(思明禾祥西路)后江埭路50到70号,60177,1995年建成 ,板楼,1.8元/平米/月,厦门新建隆物业管理有限公司,佳益房地产开发有限公司,4栋,182户
联丰新城,(思明瑞景)洪莲路1-15号,56691,2006年建成 ,塔板结合,1.4元/平米/月,厦门鸿天福物业管理有限公司,联丰(厦门)房地产开发有限公司,4栋,386户
康乐新村一期东区,(湖里南山路)南山路342-344号,47755,1993年建成 ,板楼/塔板结合,0.6至3元/平米/月,厦门康乐物业发展有限公司,厦门经济特区房地产开发集团有限公司,42栋,945户
龙华里,(思明莲花)龙山西路龙华里,58607,1992年建成 ,塔楼/板楼/平房,0.6至1元/平米/月,无物业管理服务,无开发商,14栋,667户
育秀中心,(思明体育中心)育秀里36到40号,60450,2000年建成 ,塔楼/平房,1至2元/平米/月,厦门海联翔物业服务有限公司,无开发商,4栋,809户
中环花园,(湖里江头)江头东路2到14号,50474,1998年建成 ,塔楼/板楼,1.3至1.8元/平米/月,中环百利物业公司,无开发商,4栋,399户
龙江大厦,(思明莲花一村)厦门市思明区东大直街255,58932,2000年建成 ,板楼,1.6至1.65元/平米/月,厦门龙江物业管理有限公司,厦门宝地房地产开发有限公司,7栋,300户
江浦北里,(湖里江头)江浦北里,47579,1990年建成 ,板楼,0.1至0.85元/平米/月,厦门厦房物业管理有限公司,厦门农正房地产有限公司,7栋,336户
红树康桥,(集美集美文教区)集美区印斗南里1-52号,48234,2003年建成 ,板楼/塔板结合,1.8元/平米/月,暂无信息,厦门经济特区房地产开发集团有限公司,13栋,820户
裕发花园,"(湖里SM)百果山麓142号, 兴山路84-98号",50351,1998年建成 ,塔楼/板楼,1.2元/平米/月,厦门联发集团物业管理有限公司,厦门联发（集团）房地产公司,19栋,821户
世茂湖滨首府B区,(湖里湖边水库)观日西二里1到20号,59122,2012年建成 ,板楼/塔板结合,3.28至4.1元/平米/月,世茂物业管理有限公司厦门分公司,福建世茂置业有限公司,15栋,1200户
前埔北区二里,(思明前埔)前埔二里1到214号,50422,1999年建成 ,塔楼/板楼/塔板结合,0.5至1元/平米/月,厦门住总物业管理有限公司,厦门经济特区房地产开发集团有限公司,27栋,1513户
国贸新城,(思明前埔)前埔二里26到58号,47037,1999年建成 ,板楼/塔板结合,0.3至1.5元/平米/月,厦门市求誉物业管理有限公司,厦门国贸物业管理有限公司,10栋,501户
祥云公寓,(思明禾祥西路)后江埭路67-69号,60181,1997年建成 ,塔楼/板楼,0.4元/平米/月,厦门银之座物业管理有限公司,无开发商,3栋,443户
瑞景生活广场,(思明瑞景)洪文二里100到117号,59498,1996年建成 ,板楼,0.8元/平米/月,厦门嘉成物业管理有限公司,厦门瑞泰房地产公司,6栋,334户
新景园,(湖里江头)江头西路13到19号,51536,1995年建成 ,塔楼/板楼/塔板结合,0.7至2.1元/平米/月,厦门新景风华物业管理公司,厦门新景地集团有限公司,7栋,989户
侨福城侨兴里,(思明瑞景)洪莲中路与前埔西路交叉口附近,47187,1998年建成 ,板楼,0.6元/平米/月,厦门侨洪物业管理有限公司,无开发商,7栋,530户
槟东公寓,(思明莲坂)湖明路104到106号,56841,1995年建成 ,板楼,0.8元/平米/月,业主自筹物业管理,无开发商,3栋,168户
香秀里一期,(思明莲花一村)香秀里1到74号,57990,1989年建成 ,塔楼/板楼,0.8元/平米/月,厦门特祥房地产开发有限公司,厦门华星开发商,29栋,754户
家家海景,(思明前埔)前村埔路549到577号,55123,2004年建成 ,板楼,1.2至80元/平米/月,厦门汇嘉物业管理有限公司,厦门市振嵘房地产开发有限公司,7栋,407户
湖光路,(思明富山)湖光路78号,59675,1985年建成 ,板楼,0.8元/平米/月,厦门天诚物业管理有限公司, 重庆汇东房地产开发有限公司,9栋,284户
龙翔里居住区,(思明莲花)龙华路18号,56508,1995年建成 ,板楼,2元/平米/月,厦门莲花物业管理有限公司,无开发商,3栋,176户
侨岳厦工花园,(思明仙岳社区)侨岳路301-311,53752,1991年建成 ,板楼,0.8元/平米/月,业主自筹物业管理,厦门建筑综合发展公司,2栋,98户
裕康花园,(思明富山)双涵路16到40号,55758,1993年建成 ,塔楼/板楼,0.9至1.5元/平米/月,厦门联发集团物业管理有限公司,无开发商,8栋,308户
菡菁大厦,(思明莲花一村)莲花北路,57995,1996年建成 ,塔楼/板楼,1.8元/平米/月,厦门莲花物业管理有限公司,江苏中江国际盐城房地产有限公司,2栋,139户
福津大街（凤屿路356-380）,"(思明槟榔)福津大街（凤屿路356-380）, 凤屿路442号, 凤屿路444号",54240,1998年建成 ,板楼/塔板结合,0.8至1.2元/平米/月,无,厦门福康经济发展有限公司,7栋,333户
菡青里,(思明莲花一村)厦门市思明区莲花二村菡菁里8-12号,61881,1988年建成 ,板楼/塔板结合,0.6至1.2元/平米/月,厦门滕王阁,铁建集团,11栋,259户
宝莲花园,(思明莲花一村)宝莲花园,56369,1988年建成 ,板楼,1.1至1.5元/平米/月,宝德安物业有限公司,厦门宝地房地产开发有限公司,11栋,231户
